NIU,CODIGO_CONEXION,TIPO_CONEXION,NIVEL_TENSION,NIVEL_TENSION_PRIMARIA,PORC_PROP_ACTIV,CONEXION_RED,ID_COMERCIALIZADOR,ID_MERCADO,GRUPO_CALIDAD,COD_FRONTERA_COMERCIAL,COD_CIRCUITO_LINEA,COD_TRANSFORMADOR,COD_DANE,UBICACION,DIRECCION,COND_ESPEC,TIPO_AREA_ESPEC,COD_AREA_ESPEC,ESTRATO,ALTITUD,LONGITUD,LATITUD,AUTOGENERADOR,EXP_ENERGIA,CAPAC_AUTOGEN,TIP_GENERACION,COD_FRONTERA_EXPORT,F_ENTRADA_GENERAR,CONTR_RESPALDO,CAPAC_CONTR_RES
3534083,65730560,2,1,2,100,1,637,166,11,OR0001,10000955,65730560,76834000,2,CL 19 3 55 ,0,0,0,2,969,-76.211257,4.097492,3,,,,,,,
3534517,65024143,2,1,2,100,1,637,166,11,OR0001,10000206,65024143,76834000,2,CL 38A 48 44,0,0,0,5,997,-76.186622,4.070265,3,,,,,,,
3534520,65730561,2,1,2,100,1,637,166,11,OR0001,10000955,65730561,76834000,2,CL 20 3 82 ,0,0,0,2,969,-76.210691,4.097055,3,,,,,,,
3534521,65023200,2,1,2,100,1,637,166,11,OR0001,10000955,65023200,76834000,2,CR 7W 25 36 P1,0,0,0,2,965,-76.217711,4.090032,3,,,,,,,
3534527,65023584,2,1,2,100,1,637,166,11,OR0001,10000217,65023584,76834000,2,CL 30A 38 34 AP IN 2,0,0,0,3,984,-76.189206,4.07875,3,,,,,,,
3534752,65722261,2,1,2,100,1,637,166,11,OR0001,10000206,65722261,76834000,2,CL 33A 43 30 P2,0,0,0,4,992,-76.187206,4.075619,3,,,,,,,
3534755,65024101,2,1,2,100,1,637,166,11,OR0001,10000206,65024101,76834000,2,CL 36 44 45 ,0,0,0,5,989,-76.187410,4.073837,3,,,,,,,
3534758,65023530,2,1,2,100,1,637,166,32,OR0001,10000209,65023530,76670010,1,SECTOR 1 MZ B 6 APTO2,0,0,0,1,975,-76.230941,4.003965,3,,,,,,,
3534761,65729395,2,1,2,100,1,637,166,22,OR0001,10000209,65729395,76670000,2,CR 6 1 248 ,0,0,0,2,1005,-76.231788,3.991507,3,,,,,,,
3534764,65736487,2,1,2,100,1,637,166,31,OR0001,10000215,65736487,76834001,1,CJ MATE SN 343 ,0,0,0,2,980,-76.193201,4.112356,3,,,,,,,
3534767,65022799,2,1,2,100,1,637,166,11,OR0001,10000660,65022799,76834000,2,SECTOR 1 MZ 14 22 P1,0,0,0,2,956,-76.205293,4.105746,3,,,,,,,
3534770,65023795,2,1,2,100,1,637,166,11,OR0001,10000215,65023795,76834000,2,CJ EL MAMEY MZ A 11,0,0,0,3,967,-76.195289,4.103042,3,,,,,,,
3534939,65722255,2,1,2,100,1,637,166,11,OR0001,10000206,65722255,76834000,2,CL 30A 43 44 ,0,0,0,2,993,-76.185590,4.076223,3,,,,,,,
3535359,65724646,2,1,2,100,1,637,166,31,OR0001,10000215,65724646,76834001,1,CJ CORINTO SN 1 55 ,0,0,0,1,952,-76.193551,4.11505,3,,,,,,,
3535362,65023179,2,1,2,100,1,637,166,11,OR0001,10000214,65023179,76834000,2,CR 25C 15B 20 ,0,0,0,2,968,-76.197487,4.093242,3,,,,,,,
3535365,65023220,2,1,2,100,1,637,166,11,OR0001,10000955,65023220,76834000,2,CL 17 1A 27 ,0,0,0,2,960,-76.214488,4.097595,3,,,,,,,
3535368,65036493,2,1,2,100,1,637,166,11,OR0001,10000214,65036493,76834000,2,CL 10C 27D 3 ,0,0,0,2,965,-76.194859,4.09883,3,,,,,,,
3535384,65023250,2,1,2,100,1,637,166,11,OR0001,10000955,65023250,76834000,2,CL 24A 3 32 APTO2,0,0,0,2,966,-76.211600,4.093869,3,,,,,,,
3535393,65023960,2,1,2,100,1,637,166,11,OR0001,10000216,65023960,76834000,2,CL 13A 49 33 P2,0,0,0,1,1001,-76.171602,4.090667,3,,,,,,,
3535402,65035628,2,1,2,100,1,637,166,11,OR0001,10000660,65035628,76834000,2,CL 5C 17 117 P2,0,0,0,2,959,-76.207044,4.100653,3,,,,,,,
3535409,65023794,2,1,2,100,1,637,166,11,OR0001,10000215,65023794,76834000,2,CJ EL MAMEY SN 1480 ,0,0,0,3,964,-76.195812,4.10298,3,,,,,,,
3535662,65022712,2,1,2,100,1,637,166,31,OR0001,10000212,65022712,76834023,1,V S N SN 162,0,0,0,1,956,-76.214282,4.1045,3,,,,,,,
3535910,65034254,2,1,2,100,1,637,166,11,OR0001,10000955,65034254,76834000,2,CR 2W 23 18 P2,0,0,0,2,971,-76.214625,4.093806,3,,,,,,,
3535913,65722188,2,1,2,100,1,637,166,11,OR0001,10000955,65722188,76834000,2,CR 8 26D 45 P2,0,0,0,3,973,-76.211519,4.089,3,,,,,,,
3535916,65036492,2,1,2,100,1,637,166,11,OR0001,10000660,65036492,76834000,2,CL 2A 17 76 P 2,0,0,0,2,960,-76.206201,4.102165,3,,,,,,,
3535919,65722255,2,1,2,100,1,637,166,11,OR0001,10000206,65722255,76834000,2,CR 45 30 9 ,0,0,0,3,993,-76.185590,4.076223,3,,,,,,,
3535920,65024089,2,1,2,100,1,637,166,11,OR0001,10000660,65024089,76834000,2,CL 6 BLQ 7B APT 303 ,0,0,0,2,963,-76.205849,4.100104,3,,,,,,,
3535925,65722260,2,1,2,100,1,637,166,11,OR0001,10000206,65722260,76834000,2,CR 46 30 79 P2,0,0,0,3,997,-76.185655,4.075183,3,,,,,,,
3536021,65727080,2,1,2,100,1,637,166,11,OR0001,10000955,65727080,76834000,2,CL 24B 6W 66,0,0,0,2,962,-76.217925,4.091166,3,,,,,,,
3536024,65741717,2,1,2,100,1,637,166,11,OR0001,10000660,65741717,76834000,2,TR 8 21 22 P2,0,0,0,2,966,-76.205410,4.095819,3,,,,,,,
3536027,65034269,2,1,2,100,1,637,166,11,OR0001,10000955,65034269,76834000,2,CL 25 3W 61 P2,0,0,0,2,963,-76.214884,4.092042,3,,,,,,,
3536030,65721807,2,1,2,100,1,637,166,11,OR0001,10000955,65721807,76834000,2,CL 26D 8 33 P2,0,0,0,2,967,-76.211494,4.090103,3,,,,,,,
3536033,65023902,2,1,2,100,1,637,166,31,OR0001,10000215,65023902,76834000,2,CARRT V PRINCIPAL LA COLINA MZ F 10 ,0,0,0,2,1011,-76.169593,4.096226,3,,,,,,,
3536173,65023446,2,1,2,100,1,637,166,22,OR0001,10000209,65023446,76670000,2,CL 1 7 32 P2,0,0,0,2,982,-76.231142,3.993862,3,,,,,,,
3536357,65034478,2,1,2,100,1,637,166,11,OR0001,10000220,65034478,76834000,2,CL 46 25D 6 APTO 01,0,0,0,4,994,-76.200773,4.06801,3,,,,,,,
3536366,65034478,2,1,2,100,1,637,166,11,OR0001,10000220,65034478,76834000,2,CL 46 25D 6 APTO 02,0,0,0,4,994,-76.200773,4.06801,3,,,,,,,
3536375,65724191,2,1,2,100,1,637,166,31,OR0001,10000215,65724191,76834001,1,CJ MARTINEZ PJ B SN 440,0,0,0,1,953,-76.195754,4.117769,3,,,,,,,
3536384,65725597,2,1,2,100,1,637,166,11,OR0001,10000955,65725597,76834000,2,CL 26D 11 40,0,0,0,3,973,-76.209680,4.088403,3,,,,,,,
3536615,65729309,2,1,2,100,1,637,166,11,OR0001,10000955,65729309,76834000,2,CR 6BW 25 56 P3,0,0,0,2,967,-76.217321,4.090196,3,,,,,,,
3536847,65727027,2,1,2,0,1,637,166,31,OR0001,10000215,65727027,76834000,2,CARRT V PRINCIPAL LA COLINA MZ C 13 ,0,0,0,3,1005,-76.172040,4.096598,3,,,,,,,
3536850,65724133,2,1,2,100,1,637,166,31,OR0001,10000215,65724133,76834000,2,SECTOR 1 MZ S 22 P2,0,0,0,2,956,-76.198979,4.109416,3,,,,,,,
3536853,65722263,2,1,2,100,1,637,166,11,OR0001,10000206,65722263,76834000,2,CR 40 32 41 ,0,0,0,3,993,-76.188607,4.076376,3,,,,,,,
3536858,65023218,2,1,2,100,1,637,166,11,OR0001,10000955,65023218,76834000,2,CL 19 1 41 P2,0,0,0,2,963,-76.213716,4.097036,3,,,,,,,
3536861,65022734,2,1,2,100,1,637,166,31,OR0001,10000212,65022734,76834012,1,CARRT V PRINCIPAL SN 920 ,0,0,0,2,936,-76.239902,4.119686,3,,,,,,,
3537143,65721647,2,1,2,100,1,637,166,11,OR0001,10000955,65721647,76834000,2,CR 4 21 6 P2,0,0,0,2,963,-76.211428,4.096537,3,,,,,,,
3537146,65023805,2,1,2,100,1,637,166,31,OR0001,10000215,65023805,76834001,1,CJ SAN ANTONIO 30 71 P1,0,0,0,3,959,-76.193068,4.108006,3,,,,,,,
3537149,65725498,2,1,2,100,1,637,166,31,OR0001,10000212,65725498,76834016,2,V S N SN 160 ,0,0,0,2,948,-76.233042,4.098343,3,,,,,,,
3537488,65723305,2,1,2,100,1,637,166,11,OR0001,10000219,65723305,76834000,2,CR 21 24 51 INT 1,0,0,0,3,975,-76.200640,4.087624,3,,,,,,,
3537492,65035625,2,1,2,100,1,637,166,11,OR0001,10000660,65035625,76834000,2,CL 7 17 10 P2,0,0,0,2,956,-76.207328,4.099648,3,,,,,,,
3537497,65726540,2,1,2,100,1,637,166,11,OR0001,10000218,65726540,76834000,2,CR 18D 33 34 ,0,0,0,4,980,-76.204703,4.080681,3,,,,,,,
3537500,65023005,2,1,2,100,1,637,166,11,OR0001,10000219,65023005,76834000,2,CR 26 28 51 ,0,0,0,8,979,-76.198324,4.082146,3,,,,,,,
3537503,65722262,2,1,2,100,1,637,166,11,OR0001,10000206,65722262,76834000,2,CL 33 42 9,0,0,0,2,988,-76.188063,4.075717,3,,,,,,,
3537506,65023154,2,1,2,100,1,637,166,11,OR0001,10000660,65023154,76834000,2,CL 7 18 16 P2,0,0,0,2,965,-76.205476,4.099713,3,,,,,,,
3537590,65024130,2,1,2,100,1,637,166,31,OR0001,10000215,65024130,76834001,1,SECTOR 1 MZ Y 6 P2,0,0,0,2,952,-76.199878,4.112233,3,,,,,,,
3537595,65023113,2,1,2,100,1,637,166,11,OR0001,10000210,65023113,76834000,2,CR 24A 2A 22 P2,0,0,0,2,954,-76.198926,4.104838,3,,,,,,,
3537601,65727080,2,1,2,100,1,637,166,11,OR0001,10000955,65727080,76834000,2,CL 24B 6W 42 ,0,0,0,2,962,-76.217925,4.091166,3,,,,,,,
3537666,65023219,2,1,2,100,1,637,166,11,OR0001,10000955,65023219,76834000,2,CL 18 1 92 INT 1,0,0,0,2,959,-76.214137,4.097336,3,,,,,,,
3537675,65721462,2,1,2,100,1,637,166,11,OR0001,10000660,65721462,76834000,2,CL 9 5 41 P2,0,0,0,2,964,-76.207877,4.098623,3,,,,,,,
3537684,65726540,2,1,2,100,1,637,166,11,OR0001,10000218,65726540,76834000,2,CL 33 18D 14 P2,0,0,0,4,980,-76.204703,4.080681,3,,,,,,,
3537693,65036780,2,1,2,100,1,637,166,11,OR0001,10000955,65036780,76834000,2,CL 14 1 33 P2,0,0,0,2,964,-76.215358,4.098205,3,,,,,,,
3537857,65037085,2,1,2,100,1,637,166,11,OR0001,10000660,65037085,76834000,2,CL 9B 18 17 ,0,0,0,2,960,-76.206569,4.09808,3,,,,,,,
3537860,65731380,2,1,2,100,1,637,166,11,OR0001,10000215,65731380,76834001,2,CJ LA FLORESTA MZ D 6 P2 APTO1,0,0,0,2,962,-76.196348,4.104385,3,,,,,,,
3537867,65731380,2,1,2,100,1,637,166,11,OR0001,10000215,65731380,76834001,2,CJ LA FLORESTA MZ D 6 P2,0,0,0,2,962,-76.196348,4.104385,3,,,,,,,
3537875,65023857,2,1,2,100,1,637,166,11,OR0001,10000214,65023857,76834000,2,CR 28B 11 39 P2,0,0,0,2,965,-76.192025,4.09682,3,,,,,,,
3538140,65023994,2,2,0,101,1,637,166,11,OR0001,10000217,65023994,76834000,2,CL 27 N 39 60,0,0,0,9,981,-76.188313,4.081979,3,,,,,,,
3538228,65035621,2,1,2,100,1,637,166,11,OR0001,10000660,65035621,76834000,2,CL 9B 17 109 P 2,0,0,0,2,956,-76.207427,4.097858,3,,,,,,,
3538232,65023223,2,1,2,100,1,637,166,11,OR0001,10000955,65023223,76834000,2,CL 20 1A 23 P2,0,0,0,2,966,-76.212967,4.096626,3,,,,,,,
3538237,65728197,2,1,2,100,1,637,166,11,OR0001,10000212,65728197,76834000,2,CR 9BW 26A 3 P2,0,0,0,2,959,-76.219126,4.088367,3,,,,,,,
3538439,65023446,2,1,2,100,1,637,166,22,OR0001,10000209,65023446,76670000,2,CL 1A 6 24 P2,0,0,0,2,982,-76.231142,3.993862,3,,,,,,,
3538442,65036465,2,1,2,100,1,637,166,11,OR0001,10000955,65036465,76834000,2,CR 2C 20 9 P2,0,0,0,2,962,-76.212325,4.096746,3,,,,,,,
3538445,65722037,2,1,2,100,1,637,166,31,OR0001,10000215,65722037,76834001,1,CJ MATE 31 31 P1,0,0,0,2,955,-76.193878,4.111778,3,,,,,,,
3538453,65731967,2,1,2,0,1,637,166,32,OR0001,10000209,65731967,76670011,2,V S N SN 1 ,9,0,0,7,958,-76.244356,3.997964,3,,,,,,,
3538628,65727081,2,1,2,100,1,637,166,11,OR0001,10000955,65727081,76834000,2,CL 21 6W 55,0,0,0,2,957,-76.218396,4.09224,3,,,,,,,
3538632,65023689,2,1,2,100,1,637,166,11,OR0001,10000206,65023689,76834000,2,CR 46 38 35 ,0,0,0,5,999,-76.188254,4.070916,3,,,,,,,
3538637,65722261,2,1,2,100,1,637,166,11,OR0001,10000206,65722261,76834000,2,CL 33 44 32 P2,0,0,0,2,992,-76.187206,4.075619,3,,,,,,,
3538879,65023826,2,1,2,100,1,637,166,31,OR0001,10000215,65023826,76834001,1,V S N SN 990 P1,0,0,0,2,960,-76.195921,4.108596,3,,,,,,,
3538886,65724571,2,1,2,100,1,637,166,11,OR0001,10000214,65724571,76834000,2,CR 29A 15 7 P2,0,0,0,3,972,-76.190224,4.09214,3,,,,,,,
3538894,65022674,2,1,2,100,1,637,166,11,OR0001,10000955,65022674,76834000,2,CR 10 25B 23 P2,0,0,0,3,970,-76.208298,4.091696,3,,,,,,,
3538904,65023926,2,1,2,100,1,637,166,11,OR0001,10000215,65023926,76834000,2,CR 38 17A 17APTO 101,0,0,0,5,972,-76.186957,4.089535,3,,,,,,,
3538907,65023926,2,1,2,100,1,637,166,11,OR0001,10000215,65023926,76834000,2,CR 38 17A 17 APTO102,0,0,0,5,972,-76.186957,4.089535,3,,,,,,,
3538910,65037143,2,1,2,100,1,637,166,31,OR0001,10000215,65037143,76834001,1,CJ SAN FRANCISCO SN 135 P2,0,0,0,1,959,-76.190061,4.10401,3,,,,,,,
3539181,65036478,2,1,2,100,1,637,166,11,OR0001,10000206,65036478,76834000,2,CL 30 41 6 P1,0,0,0,2,995,-76.187150,4.077094,3,,,,,,,
3539184,65036781,2,1,2,100,1,637,166,11,OR0001,10000218,65036781,76834000,2,CR 18A1 30 79 ,0,0,0,3,979,-76.204660,4.082227,3,,,,,,,
3539187,65722025,2,1,2,100,1,637,166,31,OR0001,10000215,65722025,76834001,1,CJ CORINTO 31 36 INT 1,0,0,0,1,953,-76.191729,4.1152,3,,,,,,,
3539190,65724986,2,1,2,100,1,637,166,11,OR0001,10000218,65724986,76834000,2,CR 22 29A 16 ,0,0,0,8,981,-76.200382,4.082785,3,,,,,,,
3539199,65024069,2,1,2,100,1,637,166,11,OR0001,10000214,65024069,76834000,2,CL 12I 29 3 P2,0,0,0,2,965,-76.190182,4.094021,3,,,,,,,
3539408,65023809,2,1,2,100,1,637,166,31,OR0001,10000215,65023809,76834001,1,CJ EL DIAMANTE SN 715 INT 1,0,0,0,1,961,-76.190054,4.109236,3,,,,,,,
3539417,65023965,2,1,2,100,1,637,166,11,OR0001,10000216,65023965,76834000,2,CR 49B 14B 56 P2,0,0,0,1,997,-76.172666,4.088515,3,,,,,,,
3539429,65722183,2,1,2,100,1,637,166,11,OR0001,10000955,65722183,76834000,2,CL 26J 2 15,0,0,0,3,967,-76.212762,4.088598,3,,,,,,,
3539508,65722862,2,1,2,100,1,637,166,22,OR0001,10000209,65722862,76670000,2,CL 1A 2A 76 ,0,0,0,1,1020,-76.226873,3.992903,3,,,,,,,
3539703,65023234,2,1,2,100,1,637,166,11,OR0001,10000955,65023234,76834000,2,CR 4W 23 4 P2,0,0,0,2,965,-76.215693,4.092717,3,,,,,,,
3539939,65023426,2,1,2,100,1,637,166,22,OR0001,10000209,65023426,76670000,2,CL 3 2 82 ,0,0,0,3,991,-76.226747,3.994052,3,,,,,,,
3540062,65729782,2,1,2,100,1,637,166,11,OR0001,10000660,65729782,76834000,2,CR 22 7A 3 P2,0,0,0,2,962,-76.203183,4.099521,3,,,,,,,
3540065,65022681,2,1,2,100,1,637,166,11,OR0001,10000955,65022681,76834000,2,C 23 8 60 APTO1,0,0,0,2,969,-76.207899,4.094311,3,,,,,,,
3540068,65023802,2,1,2,100,1,637,166,31,OR0001,10000215,65023802,76834001,1,A PRINCIPAL 26 39A APTO 1,0,0,0,1,959,-76.195034,4.106783,3,,,,,,,
3540071,65030342,2,1,2,100,1,637,166,31,OR0001,10000212,65030342,76834016,2,V S N MZ J 111 ,0,0,0,2,953,-76.233136,4.095971,3,,,,,,,
3540074,65023252,2,1,2,100,1,637,166,11,OR0001,10000210,65023252,76834000,2,CR 15 25 50 P2,0,0,0,3,976,-76.205565,4.088955,3,,,,,,,
3540381,65023936,2,1,2,100,1,637,166,11,OR0001,10000215,65023936,76834000,2,CL 14 38B 8 LOC 1,0,0,0,8,973,-76.185749,4.091567,3,,,,,,,
3540384,65741713,2,1,2,100,1,637,166,11,OR0001,10000955,65741713,76834000,2,CL 15 2 75 INT 1,0,0,0,2,961,-76.214368,4.098913,3,,,,,,,
3540387,65024102,2,1,2,100,1,637,166,11,OR0001,10000206,65024102,76834000,2,CR 47 35B 12 ,0,0,0,5,988,-76.186315,4.073803,3,,,,,,,
3540390,65037087,2,1,2,100,1,637,166,11,OR0001,10000220,65037087,76834000,2,CL 41A 23 61 P1,0,0,0,5,990,-76.201733,4.071882,3,,,,,,,
3540393,65023575,2,1,2,100,1,637,166,11,OR0001,10000206,65023575,76834000,2,CR 43 29 13 P2,0,0,0,2,986,-76.185450,4.078531,3,,,,,,,
3540396,65725600,2,1,2,100,1,637,166,11,OR0001,10000218,65725600,76834000,2,CR 18A1 33A 12 P1,0,0,0,3,984,-76.205314,4.080678,3,,,,,,,
3540399,65034254,2,1,2,100,1,637,166,11,OR0001,10000955,65034254,76834000,2,CL 24 1AW 52 INT 1,0,0,0,2,971,-76.214625,4.093806,3,,,,,,,
3540402,65725600,2,1,2,100,1,637,166,11,OR0001,10000218,65725600,76834000,2,CL 33 18A 50 P2,0,0,0,3,984,-76.205314,4.080678,3,,,,,,,
3540410,65023291,2,1,2,100,1,2322,166,11,Frt44639,10000210,65023291,76834000,2,CL 25 15 15 LOC2,0,0,0,8,973,-76.203891,4.088858,3,,,,,,,
3540421,65023794,2,1,2,100,1,637,166,11,OR0001,10000215,65023794,76834000,2,CJ LAS PALMAS MZ A 12,0,0,0,3,964,-76.195812,4.10298,3,,,,,,,
3540442,65009907,2,1,2,100,1,637,166,31,OR0001,10000212,65009907,76834016,2,V S N MZ G 61 ,0,0,0,1,952,-76.233849,4.094729,3,,,,,,,
3540445,65035605,2,1,2,100,1,637,166,11,OR0001,10000211,65035605,76834000,2,CL 6A 17 61 P3,0,0,0,2,970,-76.198182,4.100502,3,,,,,,,
3540448,65023220,2,1,2,100,1,637,166,11,OR0001,10000955,65023220,76834000,2,CL 17 1A 57 P2,0,0,0,2,960,-76.214488,4.097595,3,,,,,,,
3540453,65023857,2,1,2,100,1,637,166,11,OR0001,10000214,65023857,76834000,2,CR 28D 11 48 P2,0,0,0,3,965,-76.192025,4.09682,3,,,,,,,
3540459,65036326,2,1,2,100,1,637,166,11,OR0001,10000660,65036326,76834000,2,CL 7 17 3 APTO 1,0,0,0,2,958,-76.207153,4.099276,3,,,,,,,
3540466,65023422,2,1,2,100,1,637,166,22,OR0001,10000209,65023422,76670000,2,CR 6A 2 30 ,0,0,0,2,985,-76.230059,3.995527,3,,,,,,,
3540475,65730560,2,1,2,100,1,637,166,11,OR0001,10000955,65730560,76834000,2,CL 18A 3 36,0,0,0,2,969,-76.211257,4.097492,3,,,,,,,
3540482,65730560,2,1,2,100,1,637,166,11,OR0001,10000955,65730560,76834000,2,CL 18A 3 42,0,0,0,2,969,-76.211257,4.097492,3,,,,,,,
3540491,65024032,2,1,2,100,1,637,166,11,OR0001,10000220,65024032,76834000,2,CR 24 39 21 P2 APTO2,0,0,0,4,990,-76.200826,4.075054,3,,,,,,,
3540874,65023658,2,1,2,100,1,637,166,11,OR0001,10000213,65023658,76834000,2,CR 40 31 36 LOC 1,0,0,0,8,990,-76.189041,4.077135,3,,,,,,,
3540877,65730560,2,1,2,100,1,637,166,11,OR0001,10000955,65730560,76834000,2,CL 19 3 28 ,0,0,0,2,969,-76.211257,4.097492,3,,,,,,,
3540882,65730560,2,1,2,100,1,637,166,11,OR0001,10000955,65730560,76834000,2,CL 19A 3 23 ,0,0,0,2,969,-76.211257,4.097492,3,,,,,,,
3540885,65023439,2,1,2,100,1,637,166,22,OR0001,10000209,65023439,76670000,2,CL 6 ORILLA DEL RIO2 69 ,0,0,0,1,992,-76.225272,3.996402,3,,,,,,,
3540890,65023797,2,1,2,100,1,637,166,31,OR0001,10000215,65023797,76834001,2,CJ GUAYABAL 28A 61 ,0,0,0,2,962,-76.192883,4.103736,3,,,,,,,
3540893,65023789,2,1,2,100,1,637,166,11,OR0001,10000214,65023789,76834000,2,CL 10C 28B 85 ,0,0,0,2,964,-76.191497,4.098295,3,,,,,,,
3541157,65023245,2,1,2,100,1,637,166,11,OR0001,10000955,65023245,76834000,2,CR 5W 25 13 P1,0,0,0,2,950,-76.216559,4.091742,3,,,,,,,
3541162,65023139,2,1,2,100,1,637,166,11,OR0001,10000660,65023139,76834000,2,CL 9 22 33 P2,0,0,0,2,965,-76.202566,4.097404,3,,,,,,,
3541165,65023072,2,1,2,100,1,637,166,11,OR0001,10000211,65023072,76834000,2,CR 9 14 24 ,0,0,0,2,966,-76.204712,4.095063,3,,,,,,,
3541168,65036150,2,1,2,100,1,637,166,31,OR0001,10000215,65036150,76834001,2,CJ EL BOSQUE 44 42 ,0,0,0,1,956,-76.195089,4.112141,3,,,,,,,
3541171,65034860,2,1,2,100,1,637,166,11,OR0001,10000660,65034860,76834000,2,CL 7A 18 88 P2,0,0,0,2,965,-76.205542,4.098908,3,,,,,,,
3541390,65023300,2,1,2,100,1,637,166,11,OR0001,10000955,65023300,76834000,2,CL 25 7 58 P2,0,0,0,2,972,-76.209893,4.093175,3,,,,,,,
3541399,65722185,2,1,2,100,1,637,166,11,OR0001,10000955,65722185,76834000,2,CR 4B 26D 9 P2,0,0,0,2,973,-76.211927,4.089418,3,,,,,,,
3541405,65741800,2,1,2,100,1,637,166,11,OR0001,10000660,65741800,76834000,2,CL 6 19 49 P2,0,0,0,2,965,-76.205418,4.100075,3,,,,,,,
3541410,65721647,2,1,2,100,1,637,166,11,OR0001,10000955,65721647,76834000,2,CL 21 3A 11 P2,0,0,0,2,963,-76.211428,4.096537,3,,,,,,,
3541414,65728197,2,1,2,100,1,637,166,11,OR0001,10000212,65728197,76834000,2,CR 9C W 26A 16 P 1,0,0,0,2,959,-76.219126,4.088367,3,,,,,,,
3541419,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 27A 38 39 P2,0,0,0,2,992,-76.196104,4.073,3,,,,,,,
3541424,65036323,2,1,2,100,1,637,166,11,OR0001,10000660,65036323,76834000,2,CL 8 17 3 APTO1,0,0,0,2,959,-76.207821,4.099285,3,,,,,,,
3541427,65036323,2,1,2,100,1,637,166,11,OR0001,10000660,65036323,76834000,2,CL 8 17 3 APTO2,0,0,0,2,959,-76.207821,4.099285,3,,,,,,,
3541431,65035620,2,1,2,100,1,637,166,11,OR0001,10000660,65035620,76834000,2,TR 7A D 21 15 P2,0,0,0,2,966,-76.205961,4.096426,3,,,,,,,
3541626,65022805,2,1,2,100,1,637,166,11,OR0001,10000660,65022805,76834000,2,SECTOR 1 MZ 7 36 P2,0,0,0,2,960,-76.204481,4.104149,3,,,,,,,
3541632,65023088,2,1,2,100,1,637,166,11,OR0001,10000210,65023088,76834000,2,CL 15 15 39 P2,0,0,0,3,970,-76.201931,4.094561,3,,,,,,,
3541635,65037023,2,1,2,100,1,637,166,31,OR0001,10000212,65037023,76834023,1,V S N SN 810 ,0,0,0,8,941,-76.226737,4.123207,3,,,,,,,
3541640,65722262,2,1,2,100,1,637,166,11,OR0001,10000206,65722262,76834000,2,CL 34 43 17 ,0,0,0,4,988,-76.188063,4.075717,3,,,,,,,
3541643,65722185,2,1,2,100,1,637,166,11,OR0001,10000955,65722185,76834000,2,CR 4B 26D 39 P2,0,0,0,2,973,-76.211927,4.089418,3,,,,,,,
3541647,65024100,2,1,2,100,1,637,166,11,OR0001,10000206,65024100,76834000,2,CL 36 44 98 P2,0,0,0,5,988,-76.186664,4.07334,3,,,,,,,
3541652,65023752,2,1,2,100,1,637,166,11,OR0001,10000214,65023752,76834000,2,CR 30 21 59 LOC 1,0,0,0,8,977,-76.193800,4.08707,3,,,,,,,
3541752,65023224,2,1,2,100,1,637,166,11,OR0001,10000955,65023224,76834000,2,CL 26A 2 4 APTO2,0,0,0,2,967,-76.212089,4.092291,3,,,,,,,
3541758,65023224,2,1,2,100,1,637,166,11,OR0001,10000955,65023224,76834000,2,CL 26A 2 4 APTO201,0,0,0,2,967,-76.212089,4.092291,3,,,,,,,
3541768,65022759,2,1,2,0,1,637,166,31,OR0001,10000212,65022759,76834023,1,V S N SN 111 INT 1,0,0,0,1,941,-76.224715,4.126002,3,,,,,,,
3541774,65722394,2,1,2,100,1,637,166,31,OR0001,10000215,65722394,76834001,1,SECTOR 1 MZ J 9 APTO1,0,0,0,1,956,-76.198277,4.107642,3,,,,,,,
3541782,65721883,2,1,2,100,1,637,166,31,OR0001,10000215,65721883,76834001,1,CJ SAN FRANCISCO SN 525 ,0,0,0,1,960,-76.187881,4.104942,3,,,,,,,
3541788,65022951,2,1,2,100,1,637,166,11,OR0001,10000218,65022951,76834000,2,CR 22 34 54 APTO1,0,0,0,5,980,-76.201393,4.078659,3,,,,,,,
3541795,65022951,2,1,2,100,1,637,166,11,OR0001,10000218,65022951,76834000,2,CR 22 34 54 APTO2,0,0,0,5,980,-76.201393,4.078659,3,,,,,,,
3542247,65023925,2,1,2,100,1,637,166,11,OR0001,10000215,65023925,76834000,2,CR 38A 17 51 ,0,0,0,4,977,-76.186635,4.088307,3,,,,,,,
3542252,65024069,2,1,2,100,1,637,166,11,OR0001,10000214,65024069,76834000,2,CL 12I 29 22 ,0,0,0,2,965,-76.190182,4.094021,3,,,,,,,
3542255,65023433,2,1,2,100,1,637,166,22,OR0001,10000209,65023433,76670000,2,CL 3 1A 42 ,0,0,0,2,1001,-76.224394,3.994039,3,,,,,,,
3542259,65023813,2,1,2,100,1,637,166,31,OR0001,10000215,65023813,76834001,1,CJ EL DIAMANTE 30 70,0,0,0,1,956,-76.194268,4.110653,3,,,,,,,
3542264,65024137,2,1,2,100,1,637,166,11,OR0001,10000206,65024137,76834000,2,CL 43 47 83 ,0,0,0,5,1001,-76.187199,4.070244,3,,,,,,,
3542378,65023179,2,1,2,100,1,637,166,11,OR0001,10000214,65023179,76834000,2,CL 15B 25 46 P2,0,0,0,3,968,-76.197487,4.093242,3,,,,,,,
